DATE,CPIAUCSL_NBD20230101
1947-01-01,0.07201390000000000000
1947-04-01,0.07304270000000000000
1947-07-01,0.07463560000000000000
1947-10-01,0.07674850000000000000
1948-01-01,0.07837460000000000000
1948-04-01,0.07962460000000000000
1948-07-01,0.08096310000000000000
1948-10-01,0.08022190000000000000
1949-01-01,0.07945870000000000000
1949-04-01,0.07937020000000000000
1949-07-01,0.07870640000000000000
1949-10-01,0.07851840000000000000
1950-01-01,0.07827500000000000000
1950-04-01,0.07887240000000000000
1950-07-01,0.08032150000000000000
1950-10-01,0.08194760000000000000
1951-01-01,0.08527730000000000000
1951-04-01,0.08610700000000000000
1951-07-01,0.08606270000000000000
1951-10-01,0.08733480000000000000
1952-01-01,0.08766670000000000000
1952-04-01,0.08789900000000000000
1952-07-01,0.08849640000000000000
1952-10-01,0.08859590000000000000
1953-01-01,0.08834150000000000000
1953-04-01,0.08867340000000000000
1953-07-01,0.08908260000000000000
1953-10-01,0.08923750000000000000
1954-01-01,0.08944770000000000000
1954-04-01,0.08930390000000000000
1954-07-01,0.08907160000000000000
1954-10-01,0.08879500000000000000
1955-01-01,0.08891670000000000000
1955-04-01,0.08879500000000000000
1955-07-01,0.08886140000000000000
1955-10-01,0.08912690000000000000
1956-01-01,0.08913800000000000000
1956-04-01,0.08972420000000000000
1956-07-01,0.09065350000000000000
1956-10-01,0.09142780000000000000
1957-01-01,0.09218000000000000000
1957-04-01,0.09296540000000000000
1957-07-01,0.09379510000000000000
1957-10-01,0.09424860000000000000
1958-01-01,0.09536590000000000000
1958-04-01,0.09600750000000000000
1958-07-01,0.09595220000000000000
1958-10-01,0.09605170000000000000
1959-01-01,0.09621770000000000000
1959-04-01,0.09638360000000000000
1959-07-01,0.09688140000000000000
1959-10-01,0.09746770000000000000
1960-01-01,0.09755620000000000000
1960-04-01,0.09814250000000000000
1960-07-01,0.09819780000000000000
1960-10-01,0.09882830000000000000
1961-01-01,0.09902740000000000000
1961-04-01,0.09899420000000000000
1961-07-01,0.09938140000000000000
1961-10-01,0.09952520000000000000
1962-01-01,0.09991240000000000000
1962-04-01,0.10028850000000000000
1962-07-01,0.10057610000000000000
1962-10-01,0.10081950000000000000
1963-01-01,0.10114030000000000000
1963-04-01,0.10132830000000000000
1963-07-01,0.10194780000000000000
1963-10-01,0.10222440000000000000
1964-01-01,0.10264470000000000000
1964-04-01,0.10281060000000000000
1964-07-01,0.10304290000000000000
1964-10-01,0.10351860000000000000
1965-01-01,0.10383940000000000000
1965-04-01,0.10450310000000000000
1965-07-01,0.10481290000000000000
1965-10-01,0.10536600000000000000
